date,통화,현찰_살때_환율,현찰_살때_Spread,현찰_팔때_환율,현찰_팔때_Spread,송금_보낼때,송금_받을때,T/C_살때,외화_수표_팔때,매매기준율,환가_료율,"미화 환산율"
1997-04-10,"홍콩 HKD",118.99,3,112.07,3,116.45,114.61,0,0,115.53,6.93,0.1291
1997-04-10,"태국 THB",35.33,3,33.29,3,34.58,34.04,0,0,34.31,11.5,0.0383
1997-04-10,"싱가포르 SGD",639.32,3,602.08,3,625.66,615.74,0,0,620.7,4.31,0.6934
1997-04-10,"호주 AUD",723.86,3,681.7,3,708.4,697.16,709.1,0,702.78,7.18,0.7851
1997-04-10,"영국 GBP",1495.11,3,1408.03,3,1463.18,1439.96,1464.63,0,1451.57,7.43,1.6215
1997-04-10,"캐나다 CAD",663.56,3,624.92,3,649.39,639.09,650.03,0,644.24,4.55,0.7197
1997-04-10,"말레이시아 MYR",368.09,3,346.65,3,360.22,354.52,0,0,357.37,8.33,0.3992
1997-04-10,"노르웨이 NOK",132.01,3,124.33,3,129.19,127.15,0,0,128.17,4.51,0.1432
1997-04-10,"뉴질랜드 NZD",638.66,3,601.46,3,625.02,615.1,0,0,620.06,8.7,0.6926
1997-04-10,"덴마크 DKK",140.26,3,132.1,3,137.26,135.1,0,0,136.18,4.75,0.1521
1997-04-10,"바레인 BHD",2446.09,3,2303.61,3,2393.84,2355.86,0,0,2374.85,6.93,2.6529
1997-04-10,"사우디아라비아 SAR",245.85,3,231.53,3,240.59,236.79,0,0,238.69,6.87,0.2666
1997-04-10,"스웨덴 SEK",119.44,3,112.5,3,116.89,115.05,0,0,115.97,5.31,0.1295
1997-04-10,"스위스 CHF",623,3,586.72,3,609.69,600.03,0,0,604.86,2.96,0.6757
1997-04-10,"아랍에미리트공화국 AED",251.1,3,236.48,3,245.74,241.84,0,0,243.79,6.87,0.2723
1997-04-10,"인도 INR",25.75,3,24.25,3,0,0,0,0,25,1,0.0279
1997-04-10,"인도네시아 IDR (100)",38.32,3,36.1,3,37.5,36.92,0,0,37.21,14.5,0.0416
1997-04-10,"쿠웨이트 KWD",3030.58,3,2854.06,3,2965.85,2918.79,0,0,2942.32,8.06,3.2868
1997-04-11,"미국 USD",907.41,1.5,885.06,1.5,897.5,888.7,898.47,0,894,6.81,1
1997-04-11,"일본 JPY (100)",717.95,1.5,700.19,1.5,715.11,706.59,715.82,0,710.85,1.54,0.7951
1997-04-11,"유로 EUR",1045.68,3,984.78,3,1023.35,1007.11,1024.36,0,1015.23,5.23,1.1356
1997-04-11,"중국 CNY",110.99,3,104.53,3,108.62,106.9,0,0,107.76,1,0.1205
1997-04-11,"홍콩 HKD",118.82,3,111.9,3,116.28,114.44,0,0,115.36,6.93,0.129
1997-04-11,"태국 THB",35.31,3,33.27,3,34.56,34.02,0,0,34.29,11.5,0.0384
1997-04-11,"싱가포르 SGD",640.21,3,602.93,3,626.54,616.6,0,0,621.57,4.31,0.6953
1997-04-11,"호주 AUD",724.45,3,682.25,3,708.97,697.73,709.68,0,703.35,7.17,0.7867
1997-04-11,"영국 GBP",1493.79,3,1406.79,3,1461.89,1438.69,1463.34,0,1450.29,7.43,1.6222
1997-04-11,"캐나다 CAD",660.3,3,621.84,3,646.19,635.95,646.83,0,641.07,4.56,0.7171
1997-04-11,"말레이시아 MYR",367.49,3,346.09,3,359.64,353.94,0,0,356.79,8.33,0.3991
1997-04-11,"노르웨이 NOK",132.07,3,124.39,3,129.25,127.21,0,0,128.23,4.51,0.1434
1997-04-11,"뉴질랜드 NZD",637.8,3,600.66,3,624.18,614.28,0,0,619.23,8.7,0.6927
1997-04-11,"덴마크 DKK",140.67,3,132.49,3,137.67,135.49,0,0,136.58,4.75,0.1528
1997-04-11,"바레인 BHD",2442.82,3,2300.52,3,2390.64,2352.7,0,0,2371.67,6.93,2.6529
1997-04-11,"사우디아라비아 SAR",245.52,3,231.22,3,240.27,236.47,0,0,238.37,6.87,0.2666
1997-04-11,"스웨덴 SEK",119.64,3,112.68,3,117.08,115.24,0,0,116.16,5.31,0.1299
1997-04-11,"스위스 CHF",626.83,3,590.33,3,613.44,603.72,0,0,608.58,2.96,0.6807
1997-04-11,"아랍에미리트공화국 AED",250.76,3,236.16,3,245.4,241.52,0,0,243.46,6.87,0.2723
1997-04-11,"인도 INR",25.61,3,24.13,3,0,0,0,0,24.87,1,0.0279
1997-04-11,"인도네시아 IDR (100)",38.28,3,36.06,3,37.46,36.88,0,0,37.17,14.5,0.0416
1997-04-11,"쿠웨이트 KWD",3026.52,3,2850.22,3,2961.87,2914.87,0,0,2938.37,8.06,3.2868
1997-04-14,"미국 USD",905.38,1.5,883.08,1.5,895.5,888.5,896.46,0,892,6.81,1
1997-04-14,"일본 JPY (100)",715.01,1.5,697.33,1.5,712.18,703.7,712.89,0,707.94,1.55,0.7937
1997-04-14,"유로 EUR",1042.42,3,981.7,3,1020.15,1003.97,1021.16,0,1012.06,5.18,1.1346
1997-04-14,"중국 CNY",110.73,3,104.29,3,108.37,106.65,0,0,107.51,1,0.1205
1997-04-14,"홍콩 HKD",118.56,3,111.66,3,116.03,114.19,0,0,115.11,7.09,0.129
1997-04-14,"태국 THB",35.22,3,33.18,3,34.47,33.93,0,0,34.2,11.37,0.0383
1997-04-14,"싱가포르 SGD",637.8,3,600.66,3,624.18,614.28,0,0,619.23,4.37,0.6942
1997-04-14,"호주 AUD",719.61,3,677.71,3,704.24,693.08,704.94,0,698.66,7.12,0.7833
1997-04-14,"영국 GBP",1496.34,3,1409.18,3,1464.38,1441.14,1465.83,0,1452.76,7.43,1.6287
1997-04-14,"캐나다 CAD",657.22,3,618.94,3,643.18,632.98,643.82,0,638.08,4.56,0.7153
1997-04-14,"말레이시아 MYR",366.7,3,345.34,3,358.86,353.18,0,0,356.02,8.35,0.3991
1997-04-14,"노르웨이 NOK",131.85,3,124.17,3,129.03,126.99,0,0,128.01,4.47,0.1435
1997-04-14,"뉴질랜드 NZD",637.2,3,600.1,3,623.59,613.71,0,0,618.65,8.58,0.6936
1997-04-14,"덴마크 DKK",140.2,3,132.04,3,137.2,135.04,0,0,136.12,4.75,0.1526
1997-04-14,"바레인 BHD",2437.35,3,2295.37,3,2385.29,2347.43,0,0,2366.36,6.93,2.6529
1997-04-14,"사우디아라비아 SAR",244.98,3,230.72,3,239.75,235.95,0,0,237.85,6.87,0.2666
1997-04-14,"스웨덴 SEK",119.69,3,112.73,3,117.13,115.29,0,0,116.21,5.22,0.1303
1997-04-14,"스위스 CHF",628.63,3,592.03,3,615.21,605.45,0,0,610.33,2.9,0.6842
1997-04-14,"아랍에미리트공화국 AED",250.17,3,235.61,3,244.83,240.95,0,0,242.89,6.87,0.2723
1997-04-14,"인도 INR",25.68,3,24.2,3,0,0,0,0,24.94,1,0.0279
1997-04-14,"인도네시아 IDR (100)",38.2,3,35.98,3,37.38,36.8,0,0,37.09,15,0.0416
1997-04-14,"쿠웨이트 KWD",3021.74,3,2845.72,3,2957.19,2910.27,0,0,2933.73,8.06,3.2889
1997-04-15,"미국 USD",907.81,1.5,885.46,1.5,897.9,890.9,898.87,0,894.4,6.84,1
1997-04-15,"일본 JPY (100)",713.59,1.5,695.94,1.5,710.76,702.3,711.47,0,706.53,1.55,0.7899
1997-04-15,"유로 EUR",1041.91,3,981.23,3,1019.66,1003.48,1020.67,0,1011.57,5.18,1.131
1997-04-15,"중국 CNY",111.03,3,104.57,3,108.66,106.94,0,0,107.8,1,0.1205
1997-04-15,"홍콩 HKD",118.88,3,111.96,3,116.34,114.5,0,0,115.42,7.09,0.129
1997-04-15,"태국 THB",35.32,3,33.28,3,34.57,34.03,0,0,34.3,11.37,0.0383
1997-04-15,"싱가포르 SGD",639.07,3,601.85,3,625.42,615.5,0,0,620.46,4.37,0.6937
1997-04-15,"호주 AUD",715.38,3,673.72,3,700.1,689,700.8,0,694.55,7.06,0.7766
1997-04-15,"영국 GBP",1492.34,3,1405.42,3,1460.47,1437.29,1461.91,0,1448.88,7.43,1.6199
1997-04-15,"캐나다 CAD",658.19,3,619.85,3,644.13,633.91,644.77,0,639.02,4.57,0.7145
1997-04-15,"말레이시아 MYR",367.1,3,345.72,3,359.26,353.56,0,0,356.41,8.35,0.3985
1997-04-15,"노르웨이 NOK",131.76,3,124.1,3,128.95,126.91,0,0,127.93,4.47,0.143
1997-04-15,"뉴질랜드 NZD",635.97,3,598.93,3,622.38,612.52,0,0,617.45,8.58,0.6904
1997-04-15,"덴마크 DKK",139.76,3,131.62,3,136.77,134.61,0,0,135.69,4.75,0.1517
1997-04-15,"바레인 BHD",2443.91,3,2301.55,3,2391.71,2353.75,0,0,2372.73,6.93,2.6529
1997-04-15,"사우디아라비아 SAR",245.62,3,231.32,3,240.37,236.57,0,0,238.47,6.87,0.2666
1997-04-15,"스웨덴 SEK",120.48,3,113.48,3,117.91,116.05,0,0,116.98,5.22,0.1308
1997-04-15,"스위스 CHF",626.39,3,589.91,3,613.01,603.29,0,0,608.15,2.88,0.68
1997-04-15,"아랍에미리트공화국 AED",250.84,3,236.24,3,245.48,241.6,0,0,243.54,6.87,0.2723
1997-04-15,"인도 INR",25.72,3,24.24,3,0,0,0,0,24.98,1,0.0279
1997-04-15,"인도네시아 IDR (100)",38.32,3,36.1,3,37.5,36.92,0,0,37.21,15,0.0416
1997-04-15,"쿠웨이트 KWD",3041.56,3,2864.4,3,2976.6,2929.36,0,0,2952.98,8.06,3.3016
1997-04-16,"미국 USD",908.83,1.5,886.45,1.5,898.9,891.9,899.87,0,895.4,6.85,1
1997-04-16,"일본 JPY (100)",716.91,1.5,699.18,1.5,714.07,705.57,714.78,0,709.82,1.55,0.7927
1997-04-16,"유로 EUR",1043.35,3,982.59,3,1021.07,1004.87,1022.08,0,1012.97,5.18,1.1313
1997-04-16,"중국 CNY",111.16,3,104.7,3,108.79,107.07,0,0,107.93,1,0.1205
1997-04-16,"홍콩 HKD",119.01,3,112.09,3,116.47,114.63,0,0,115.55,7.09,0.129
1997-04-16,"태국 THB",35.4,3,33.34,3,34.64,34.1,0,0,34.37,11.37,0.0384
1997-04-16,"싱가포르 SGD",639.66,3,602.4,3,625.99,616.07,0,0,621.03,4.37,0.6936
1997-04-16,"호주 AUD",713.69,3,672.13,3,698.45,687.37,699.14,0,692.91,7.06,0.7739
1997-04-16,"영국 GBP",1500.65,3,1413.25,3,1468.6,1445.3,1470.06,0,1456.95,7.43,1.6271
1997-04-16,"캐나다 CAD",660.29,3,621.83,3,646.18,635.94,646.82,0,641.06,4.56,0.7159
1997-04-16,"말레이시아 MYR",366.99,3,345.63,3,359.16,353.46,0,0,356.31,8.35,0.3979
1997-04-16,"노르웨이 NOK",131.46,3,123.82,3,128.66,126.62,0,0,127.64,4.47,0.1426
1997-04-16,"뉴질랜드 NZD",633.08,3,596.22,3,619.56,609.74,0,0,614.65,8.58,0.6865
1997-04-16,"덴마크 DKK",140.12,3,131.96,3,137.12,134.96,0,0,136.04,4.75,0.1519
1997-04-16,"바레인 BHD",2446.64,3,2304.12,3,2394.38,2356.38,0,0,2375.38,6.93,2.6529
1997-04-16,"사우디아라비아 SAR",245.9,3,231.58,3,240.64,236.84,0,0,238.74,6.87,0.2666
1997-04-16,"스웨덴 SEK",119.8,3,112.84,3,117.25,115.39,0,0,116.32,5.22,0.1299
1997-04-16,"스위스 CHF",629.31,3,592.67,3,615.87,606.11,0,0,610.99,2.87,0.6824
1997-04-16,"아랍에미리트공화국 AED",251.12,3,236.5,3,245.76,241.86,0,0,243.81,6.87,0.2723
1997-04-16,"인도 INR",25.77,3,24.27,3,0,0,0,0,25.02,1,0.0279
1997-04-16,"인도네시아 IDR (100)",38.34,3,36.12,3,37.52,36.94,0,0,37.23,15,0.0416
1997-04-16,"쿠웨이트 KWD",3044.97,3,2867.61,3,2979.94,2932.64,0,0,2956.29,8.06,3.3016
1997-04-17,"미국 USD",907.71,1.5,885.36,1.5,897.8,890.8,898.77,0,894.3,6.84,1
1997-04-17,"일본 JPY (100)",717.71,1.5,699.96,1.5,714.87,706.35,715.58,0,710.61,1.54,0.7946
1997-04-17,"유로 EUR",1040.87,3,980.25,3,1018.64,1002.48,1019.65,0,1010.56,5.18,1.13
1997-04-17,"중국 CNY",111.03,3,104.57,3,108.66,106.94,0,0,107.8,1,0.1205
1997-04-17,"홍콩 HKD",118.86,3,111.94,3,116.32,114.48,0,0,115.4,7.09,0.129
1997-04-17,"태국 THB",35.34,3,33.3,3,34.59,34.05,0,0,34.32,11.37,0.0384
1997-04-17,"싱가포르 SGD",639.36,3,602.12,3,625.7,615.78,0,0,620.74,4.37,0.6941
1997-04-17,"호주 AUD",713.18,3,671.64,3,697.94,686.88,698.64,0,692.41,7.06,0.7742
1997-04-17,"영국 GBP",1496.23,3,1409.09,3,1464.28,1441.04,1465.73,0,1452.66,7.42,1.6244
1997-04-17,"캐나다 CAD",659.05,3,620.67,3,644.97,634.75,645.61,0,639.86,4.52,0.7155
1997-04-17,"말레이시아 MYR",366.83,3,345.47,3,358.99,353.31,0,0,356.15,8.35,0.3982
1997-04-17,"노르웨이 NOK",130.54,3,122.94,3,127.75,125.73,0,0,126.74,4.47,0.1417
1997-04-17,"뉴질랜드 NZD",632.58,3,595.74,3,619.07,609.25,0,0,614.16,8.58,0.6867
1997-04-17,"덴마크 DKK",139.87,3,131.73,3,136.88,134.72,0,0,135.8,4.75,0.1519
1997-04-17,"바레인 BHD",2443.63,3,2301.29,3,2391.43,2353.49,0,0,2372.46,6.93,2.6529
1997-04-17,"사우디아라비아 SAR",245.6,3,231.3,3,240.35,236.55,0,0,238.45,6.87,0.2666
1997-04-17,"스웨덴 SEK",119.26,3,112.32,3,116.71,114.87,0,0,115.79,5.22,0.1295
1997-04-17,"스위스 CHF",625.54,3,589.12,3,612.18,602.48,0,0,607.33,2.87,0.6791
1997-04-17,"아랍에미리트공화국 AED",250.85,3,236.25,3,245.49,241.61,0,0,243.55,6.87,0.2723
1997-04-17,"인도 INR",25.77,3,24.27,3,0,0,0,0,25.02,1,0.028
1997-04-17,"인도네시아 IDR (100)",38.26,3,36.04,3,37.44,36.86,0,0,37.15,15,0.0415
1997-04-17,"쿠웨이트 KWD",3041.22,3,2864.08,3,2976.27,2929.03,0,0,2952.65,8.06,3.3016
1997-04-18,"미국 USD",906.8,1.5,884.47,1.5,896.9,889.9,897.86,0,893.4,6.84,1
1997-04-18,"일본 JPY (100)",716.7,1.5,698.97,1.5,713.86,705.36,714.57,0,709.61,1.56,0.7943
1997-04-18,"유로 EUR",1043.23,3,982.47,3,1020.95,1004.75,1021.96,0,1012.85,5.18,1.1337
1997-04-18,"중국 CNY",110.93,3,104.47,3,108.56,106.84,0,0,107.7,1,0.1206
1997-04-18,"홍콩 HKD",118.73,3,111.83,3,116.2,114.36,0,0,115.28,7.09,0.129
1997-04-18,"태국 THB",35.29,3,33.25,3,34.54,34,0,0,34.27,11.37,0.0384
1997-04-18,"싱가포르 SGD",638.45,3,601.27,3,624.81,614.91,0,0,619.86,4.37,0.6938
1997-04-18,"호주 AUD",713.85,3,672.27,3,698.6,687.52,699.29,0,693.06,7.06,0.7758
1997-04-18,"영국 GBP",1500.16,3,1412.78,3,1468.12,1444.82,1469.57,0,1456.47,7.42,1.6303
1997-04-18,"캐나다 CAD",657.26,3,618.98,3,643.22,633.02,643.86,0,638.12,4.43,0.7143
1997-04-18,"말레이시아 MYR",366.1,3,344.78,3,358.28,352.6,0,0,355.44,8.35,0.3979
1997-04-18,"노르웨이 NOK",129.16,3,121.64,3,126.4,124.4,0,0,125.4,4.47,0.1404
1997-04-18,"뉴질랜드 NZD",635.72,3,598.7,3,622.14,567.47,0,0,617.21,8.58,0.6909
1997-04-18,"덴마크 DKK",140.1,3,131.94,3,137.1,134.94,0,0,136.02,4.75,0.1522
1997-04-18,"바레인 BHD",2441.18,3,2298.98,3,2389.04,2351.12,0,0,2370.08,6.93,2.6529
1997-04-18,"사우디아라비아 SAR",245.35,3,231.07,3,240.11,236.31,0,0,238.21,6.87,0.2666
1997-04-18,"스웨덴 SEK",119.11,3,112.19,3,116.57,114.73,0,0,115.65,5.22,0.1294
1997-04-18,"스위스 CHF",627.9,3,591.34,3,614.49,604.75,0,0,609.62,2.87,0.6824
1997-04-18,"아랍에미리트공화국 AED",250.59,3,236.01,3,245.24,241.36,0,0,243.3,6.87,0.2723
1997-04-18,"인도 INR",25.71,3,24.23,3,0,0,0,0,24.97,1,0.0279
1997-04-18,"인도네시아 IDR (100)",38.18,3,35.96,3,37.36,36.78,0,0,37.07,15,0.0415
1997-04-18,"쿠웨이트 KWD",3038.17,3,2861.19,3,2973.27,2926.09,0,0,2949.68,8.06,3.3016
1997-04-21,"미국 USD",907.1,1.5,884.77,1.5,897.2,890.2,898.16,0,893.7,6.83,1
1997-04-21,"일본 JPY (100)",717.51,1.5,699.76,1.5,714.67,706.15,715.38,0,710.41,1.56,0.7949
1997-04-21,"유로 EUR",1050.3,3,989.12,3,1027.86,1011.56,1028.88,0,1019.71,5.17,1.141
1997-04-21,"중국 CNY",110.97,3,104.51,3,108.6,106.88,0,0,107.74,1,0.1206
1997-04-21,"홍콩 HKD",118.78,3,111.88,3,116.25,114.41,0,0,115.33,6.96,0.129
1997-04-21,"태국 THB",35.31,3,33.27,3,34.56,34.02,0,0,34.29,10.93,0.0384
1997-04-21,"싱가포르 SGD",638.88,3,601.68,3,625.24,615.32,0,0,620.28,4.43,0.6941
1997-04-21,"호주 AUD",712.8,3,671.28,3,697.57,686.51,698.26,0,692.04,7.06,0.7744
1997-04-21,"영국 GBP",1502.31,3,1414.81,3,1470.22,1446.9,1471.68,0,1458.56,7.4,1.632
1997-04-21,"캐나다 CAD",657.58,3,619.28,3,643.53,633.33,644.17,0,638.43,4.43,0.7144
1997-04-21,"말레이시아 MYR",366.4,3,345.06,3,358.57,352.89,0,0,355.73,8.25,0.398
1997-04-21,"노르웨이 NOK",130.6,3,123,3,127.81,125.79,0,0,126.8,4.53,0.1419
1997-04-21,"뉴질랜드 NZD",636.39,3,599.33,3,622.8,612.92,0,0,617.86,8.18,0.6914
1997-04-21,"덴마크 DKK",141.22,3,133,3,138.2,136.02,0,0,137.11,4.62,0.1534
1997-04-21,"바레인 BHD",2441.99,3,2299.75,3,2389.83,2351.91,0,0,2370.87,6.93,2.6529
1997-04-21,"사우디아라비아 SAR",245.43,3,231.15,3,240.19,236.39,0,0,238.29,6.9,0.2666
1997-04-21,"스웨덴 SEK",120.29,3,113.29,3,117.72,115.86,0,0,116.79,5.23,0.1307
1997-04-21,"스위스 CHF",631.99,3,595.19,3,618.49,608.69,0,0,613.59,2.93,0.6866
1997-04-21,"아랍에미리트공화국 AED",250.68,3,236.08,3,245.32,241.44,0,0,243.38,7,0.2723
1997-04-21,"인도 INR",25.75,3,24.25,3,0,0,0,0,25,1,0.028
1997-04-21,"인도네시아 IDR (100)",38.21,3,35.99,3,37.39,36.81,0,0,37.1,15.5,0.0415
1997-04-21,"쿠웨이트 KWD",3039.19,3,2862.15,3,2974.27,2927.07,0,0,2950.67,8.06,3.3016
1997-04-22,"미국 USD",906.49,1.5,884.17,1.5,896.6,889.6,897.56,0,893.1,6.83,1
1997-04-22,"일본 JPY (100)",719.49,1.5,701.69,1.5,716.64,708.1,717.35,0,712.37,1.56,0.7976
1997-04-22,"유로 EUR",1054.56,3,993.14,3,1032.04,1015.66,1033.06,0,1023.85,5.17,1.1464
1997-04-22,"중국 CNY",110.9,3,104.44,3,108.53,106.81,0,0,107.67,1,0.1206
1997-04-22,"홍콩 HKD",118.73,3,111.83,3,116.2,114.36,0,0,115.28,6.96,0.1291
1997-04-22,"태국 THB",35.29,3,33.25,3,34.54,34,0,0,34.27,10.93,0.0384
1997-04-22,"싱가포르 SGD",639.39,3,602.15,3,625.73,615.81,0,0,620.77,4.43,0.6951
1997-04-22,"호주 AUD",715.26,3,673.6,3,699.98,688.88,700.67,0,694.43,7.06,0.7776
1997-04-22,"영국 GBP",1504.49,3,1416.85,3,1472.35,1448.99,1473.81,0,1460.67,7.41,1.6355
1997-04-22,"캐나다 CAD",657.69,3,619.39,3,643.64,633.44,644.28,0,638.54,4.5,0.715
1997-04-22,"말레이시아 MYR",367.29,3,345.91,3,359.45,353.75,0,0,356.6,8.25,0.3993
1997-04-22,"노르웨이 NOK",130.68,3,123.08,3,127.89,125.87,0,0,126.88,4.53,0.1421
1997-04-22,"뉴질랜드 NZD",638.45,3,601.27,3,624.81,614.91,0,0,619.86,8.18,0.6941
1997-04-22,"덴마크 DKK",142.2,3,133.92,3,139.16,136.96,0,0,138.06,4.62,0.1546
1997-04-22,"바레인 BHD",2440.35,3,2298.21,3,2388.23,2350.33,0,0,2369.28,6.93,2.6529
1997-04-22,"사우디아라비아 SAR",245.26,3,230.98,3,240.02,236.22,0,0,238.12,6.9,0.2666
1997-04-22,"스웨덴 SEK",120.69,3,113.67,3,118.11,116.25,0,0,117.18,5.23,0.1312
1997-04-22,"스위스 CHF",637.48,3,600.36,3,623.87,613.97,0,0,618.92,2.91,0.693
1997-04-22,"아랍에미리트공화국 AED",250.51,3,235.93,3,245.16,241.28,0,0,243.22,7,0.2723
1997-04-22,"인도 INR",25.75,3,24.25,3,0,0,0,0,25,1,0.028
1997-04-22,"인도네시아 IDR (100)",38.11,3,35.89,3,37.29,36.71,0,0,37,15.5,0.0414
1997-04-22,"쿠웨이트 KWD",3029.45,3,2852.99,3,2964.74,2917.7,0,0,2941.22,8.06,3.2933
1997-04-23,"미국 USD",905.48,1.5,883.18,1.5,895.6,888.6,896.56,0,892.1,6.83,1
1997-04-23,"일본 JPY (100)",713.39,1.5,695.74,1.5,710.56,702.1,711.27,0,706.33,1.56,0.7918
1997-04-23,"유로 EUR",1042.99,3,982.25,3,1020.72,1004.52,1021.73,0,1012.62,5.17,1.1351
1997-04-23,"중국 CNY",110.77,3,104.33,3,108.41,106.69,0,0,107.55,1,0.1206
1997-04-23,"홍콩 HKD",118.6,3,111.7,3,116.07,114.23,0,0,115.15,6.96,0.1291
1997-04-23,"태국 THB",35.25,3,33.21,3,34.5,33.96,0,0,34.23,10.93,0.0384
1997-04-23,"싱가포르 SGD",636.55,3,599.47,3,622.95,613.07,0,0,618.01,4.43,0.6928
1997-04-23,"호주 AUD",713.54,3,671.98,3,698.3,687.22,698.99,0,692.76,7.03,0.7765
1997-04-23,"영국 GBP",1501.88,3,1414.4,3,1469.8,1446.48,1471.26,0,1458.14,7.43,1.6345
1997-04-23,"캐나다 CAD",658.46,3,620.12,3,644.4,634.18,645.04,0,639.29,4.5,0.7166
1997-04-23,"말레이시아 MYR",367.68,3,346.28,3,359.83,354.13,0,0,356.98,8.25,0.4002
1997-04-23,"노르웨이 NOK",129.89,3,122.33,3,127.11,125.11,0,0,126.11,4.53,0.1414
1997-04-23,"뉴질랜드 NZD",636.91,3,599.81,3,623.3,613.42,0,0,618.36,8.18,0.6932
1997-04-23,"덴마크 DKK",140.52,3,132.34,3,137.52,135.34,0,0,136.43,4.62,0.1529
1997-04-23,"바레인 BHD",2437.62,3,2295.64,3,2385.56,2347.7,0,0,2366.63,6.93,2.6529
1997-04-23,"사우디아라비아 SAR",244.99,3,230.73,3,239.76,235.96,0,0,237.86,6.9,0.2666
1997-04-23,"스웨덴 SEK",119.56,3,112.6,3,117,115.16,0,0,116.08,5.23,0.1301
1997-04-23,"스위스 CHF",628.49,3,591.89,3,615.07,605.31,0,0,610.19,2.87,0.684
1997-04-23,"아랍에미리트공화국 AED",250.23,3,235.67,3,244.89,241.01,0,0,242.95,7,0.2723
1997-04-23,"인도 INR",25.7,3,24.22,3,0,0,0,0,24.96,1,0.028
1997-04-23,"인도네시아 IDR (100)",37.99,3,35.79,3,37.18,36.6,0,0,36.89,15.5,0.0414
1997-04-23,"쿠웨이트 KWD",3026.05,3,2849.79,3,2961.42,2914.42,0,0,2937.92,8.06,3.2933
1997-04-24,"미국 USD",905.98,1.5,883.68,1.5,896.1,889.1,897.06,0,892.6,6.82,1
1997-04-24,"일본 JPY (100)",714.92,1.5,697.24,1.5,712.09,703.61,712.8,0,707.85,1.56,0.793
1997-04-24,"유로 EUR",1045.15,3,984.27,3,1022.82,1006.6,1023.84,0,1014.71,5.17,1.1368
1997-04-24,"중국 CNY",110.83,3,104.39,3,108.47,106.75,0,0,107.61,1,0.1206
1997-04-24,"홍콩 HKD",118.66,3,111.76,3,116.13,114.29,0,0,115.21,6.96,0.1291
1997-04-24,"태국 THB",35.28,3,33.24,3,34.53,33.99,0,0,34.26,10.93,0.0384
1997-04-24,"싱가포르 SGD",636.6,3,599.52,3,623,613.12,0,0,618.06,4.43,0.6924
1997-04-24,"호주 AUD",712.84,3,671.32,3,697.61,686.55,698.3,0,692.08,7.06,0.7754
1997-04-24,"영국 GBP",1494.31,3,1407.27,3,1462.39,1439.19,1463.84,0,1450.79,7.43,1.6254
1997-04-24,"캐나다 CAD",659.87,3,621.45,3,645.78,635.54,646.42,0,640.66,4.43,0.7177
1997-04-24,"말레이시아 MYR",368.01,3,346.59,3,360.15,354.45,0,0,357.3,8.25,0.4003
1997-04-24,"노르웨이 NOK",129.98,3,122.42,3,127.2,125.2,0,0,126.2,4.53,0.1414
1997-04-24,"뉴질랜드 NZD",636.9,3,599.8,3,623.29,613.41,0,0,618.35,8.18,0.6928
1997-04-24,"덴마크 DKK",140.91,3,132.71,3,137.9,135.72,0,0,136.81,4.62,0.1533
1997-04-24,"바레인 BHD",2438.98,3,2296.92,3,2386.89,2349.01,0,0,2367.95,6.93,2.6529
1997-04-24,"사우디아라비아 SAR",245.15,3,230.87,3,239.91,236.11,0,0,238.01,6.9,0.2666
1997-04-24,"스웨덴 SEK",120.06,3,113.08,3,117.5,115.64,0,0,116.57,5.23,0.1306
1997-04-24,"스위스 CHF",628.74,3,592.12,3,615.31,605.55,0,0,610.43,2.87,0.6839
1997-04-24,"아랍에미리트공화국 AED",250.37,3,235.79,3,245.02,241.14,0,0,243.08,7,0.2723
1997-04-24,"인도 INR",25.75,3,24.25,3,0,0,0,0,25,1,0.028
1997-04-24,"인도네시아 IDR (100)",38,3,35.8,3,37.19,36.61,0,0,36.9,15.5,0.0413
1997-04-24,"쿠웨이트 KWD",3025.75,3,2849.51,3,2961.13,2914.13,0,0,2937.63,8.06,3.2911
1997-04-25,"미국 USD",905.58,1.5,883.28,1.5,895.7,888.7,896.66,0,892.2,6.83,1
1997-04-25,"일본 JPY (100)",714.32,1.5,696.65,1.5,711.49,703.01,712.2,0,707.25,1.57,0.7927
1997-04-25,"유로 EUR",1043.12,3,982.36,3,1020.84,1004.64,1021.85,0,1012.74,5.17,1.1351
1997-04-25,"중국 CNY",110.78,3,104.34,3,108.42,106.7,0,0,107.56,1,0.1206
1997-04-25,"홍콩 HKD",118.62,3,111.72,3,116.09,114.25,0,0,115.17,6.96,0.1291
1997-04-25,"태국 THB",35.26,3,33.22,3,34.51,33.97,0,0,34.24,10.93,0.0384
1997-04-25,"싱가포르 SGD",636.4,3,599.34,3,622.81,612.93,0,0,617.87,4.43,0.6925
1997-04-25,"호주 AUD",713.81,3,672.23,3,698.56,687.48,699.25,0,693.02,7.06,0.7768
1997-04-25,"영국 GBP",1494.69,3,1407.63,3,1462.76,1439.56,1464.22,0,1451.16,7.46,1.6265
1997-04-25,"캐나다 CAD",659.92,3,621.48,3,645.82,635.58,646.46,0,640.7,4.43,0.7181
1997-04-25,"말레이시아 MYR",366.62,3,345.28,3,358.79,353.11,0,0,355.95,8.25,0.399
1997-04-25,"노르웨이 NOK",130,3,122.44,3,127.22,125.22,0,0,126.22,4.53,0.1415
1997-04-25,"뉴질랜드 NZD",636.51,3,599.45,3,622.92,613.04,0,0,617.98,8.18,0.6926
