date,통화,현찰_살때_환율,현찰_살때_Spread,현찰_팔때_환율,현찰_팔때_Spread,송금_보낼때,송금_받을때,T/C_살때,외화_수표_팔때,매매기준율,환가_료율,"미화 환산율"
1997-01-01,"미국 USD",856.86,1.5,835.76,1.5,847.5,840.9,848.42,0,844.2,6.56,1
1997-01-01,"일본 JPY (100)",733.77,1.5,715.62,1.5,730.86,722.16,731.59,0,726.51,1.49,0.8606
1997-01-01,"유로 EUR",1080.03,3,1017.13,3,1056.96,1040.2,1058.01,0,1048.58,5.18,1.2421
1997-01-01,"중국 CNY",104.78,3,98.68,3,102.54,100.92,0,0,101.73,1,0.1205
1997-01-01,"홍콩 HKD",112.4,3,105.86,3,110,108.26,0,0,109.13,6.56,0.1293
1997-01-01,"태국 THB",34.02,3,32.04,3,33.29,32.77,0,0,33.03,11.93,0.0391
1997-01-01,"싱가포르 SGD",621.04,3,584.88,3,607.78,598.14,0,0,602.96,4,0.7142
1997-01-01,"호주 AUD",692.35,3,652.03,3,677.56,666.82,678.23,0,672.19,7,0.7962
1997-01-01,"영국 GBP",1470.79,3,1385.13,3,1439.38,1416.54,1440.81,0,1427.96,7.5,1.6915
1997-01-01,"캐나다 CAD",634.62,3,597.66,3,621.06,611.22,621.68,0,616.14,4.12,0.7299
1997-01-01,"말레이시아 MYR",344.05,3,324.01,3,336.7,331.36,0,0,334.03,8.35,0.3957
1997-01-01,"노르웨이 NOK",134.95,3,127.09,3,132.06,129.98,0,0,131.02,4.66,0.1552
1997-01-01,"뉴질랜드 NZD",613.75,3,578.01,3,600.64,591.12,0,0,595.88,8.7,0.7059
1997-01-01,"덴마크 DKK",146.16,3,137.66,3,143.04,140.78,0,0,141.91,4.68,0.1681
1997-01-01,"바레인 BHD",2306.73,3,2172.37,3,2257.46,2221.64,0,0,2239.55,6.62,2.6529
1997-01-01,"사우디아라비아 SAR",231.84,3,218.34,3,226.89,223.29,0,0,225.09,6.56,0.2666
1997-01-01,"스웨덴 SEK",126.41,3,119.05,3,123.71,121.75,0,0,122.73,5.12,0.1454
1997-01-01,"스위스 CHF",644.57,3,607.03,3,630.8,620.8,0,0,625.8,2.87,0.7413
1997-01-01,"아랍에미리트공화국 AED",236.79,3,223.01,3,231.73,228.07,0,0,229.9,6.75,0.2723
1997-01-01,"인도 INR",23.72,3,22.34,3,0,0,0,0,23.03,1,0.0273
1997-01-01,"인도네시아 IDR (100)",36.83,3,34.69,3,36.04,35.48,0,0,35.76,15.5,0.0424
1997-01-01,"쿠웨이트 KWD",2897.93,3,2729.13,3,2836.03,2791.03,0,0,2813.53,8.12,3.3328
1997-01-02,"미국 USD",856.86,1.5,835.76,1.5,847.5,840.9,848.42,0,844.2,6.56,1
1997-01-02,"일본 JPY (100)",733.77,1.5,715.62,1.5,730.86,722.16,731.59,0,726.51,1.49,0.8606
1997-01-02,"유로 EUR",1080.03,3,1017.13,3,1056.96,1040.2,1058.01,0,1048.58,5.18,1.2421
1997-01-02,"중국 CNY",104.78,3,98.68,3,102.54,100.92,0,0,101.73,1,0.1205
1997-01-02,"홍콩 HKD",112.4,3,105.86,3,110,108.26,0,0,109.13,6.56,0.1293
1997-01-02,"태국 THB",34.02,3,32.04,3,33.29,32.77,0,0,33.03,11.93,0.0391
1997-01-02,"싱가포르 SGD",621.04,3,584.88,3,607.78,598.14,0,0,602.96,4,0.7142
1997-01-02,"호주 AUD",692.35,3,652.03,3,677.56,666.82,678.23,0,672.19,7,0.7962
1997-01-02,"영국 GBP",1470.79,3,1385.13,3,1439.38,1416.54,1440.81,0,1427.96,7.5,1.6915
1997-01-02,"캐나다 CAD",634.62,3,597.66,3,621.06,611.22,621.68,0,616.14,4.12,0.7299
1997-01-02,"말레이시아 MYR",344.05,3,324.01,3,336.7,331.36,0,0,334.03,8.35,0.3957
1997-01-02,"노르웨이 NOK",134.95,3,127.09,3,132.06,129.98,0,0,131.02,4.66,0.1552
1997-01-02,"뉴질랜드 NZD",613.75,3,578.01,3,600.64,591.12,0,0,595.88,8.7,0.7059
1997-01-02,"덴마크 DKK",146.16,3,137.66,3,143.04,140.78,0,0,141.91,4.68,0.1681
1997-01-02,"바레인 BHD",2306.73,3,2172.37,3,2257.46,2221.64,0,0,2239.55,6.62,2.6529
1997-01-02,"사우디아라비아 SAR",231.84,3,218.34,3,226.89,223.29,0,0,225.09,6.56,0.2666
1997-01-02,"스웨덴 SEK",126.41,3,119.05,3,123.71,121.75,0,0,122.73,5.12,0.1454
1997-01-02,"스위스 CHF",644.57,3,607.03,3,630.8,620.8,0,0,625.8,2.87,0.7413
1997-01-02,"아랍에미리트공화국 AED",236.79,3,223.01,3,231.73,228.07,0,0,229.9,6.75,0.2723
1997-01-02,"인도 INR",23.72,3,22.34,3,0,0,0,0,23.03,1,0.0273
1997-01-02,"인도네시아 IDR (100)",36.83,3,34.69,3,36.04,35.48,0,0,35.76,15.5,0.0424
1997-01-02,"쿠웨이트 KWD",2897.93,3,2729.13,3,2836.03,2791.03,0,0,2813.53,8.12,3.3328
1997-01-03,"미국 USD",857.26,1.5,836.16,1.5,847.9,839.6,848.82,0,844.6,6.56,1
1997-01-03,"일본 JPY (100)",737.45,1.5,719.2,1.5,734.53,725.77,735.26,0,730.15,1.5,0.8645
1997-01-03,"유로 EUR",1089.51,3,1026.05,3,1066.24,1049.32,1067.3,0,1057.78,5.18,1.2524
1997-01-03,"중국 CNY",104.83,3,98.73,3,102.59,100.97,0,0,101.78,1,0.1205
1997-01-03,"홍콩 HKD",112.48,3,105.94,3,110.08,108.34,0,0,109.21,6.56,0.1293
1997-01-03,"태국 THB",34.03,3,32.05,3,33.3,32.78,0,0,33.04,11.93,0.0391
1997-01-03,"싱가포르 SGD",621.83,3,585.61,3,608.54,598.9,0,0,603.72,4,0.7148
1997-01-03,"호주 AUD",688.33,3,648.25,3,673.63,662.95,674.3,0,668.29,6.96,0.7913
1997-01-03,"영국 GBP",1472.59,3,1386.81,3,1441.13,1418.27,1442.56,0,1429.7,7.53,1.6928
1997-01-03,"캐나다 CAD",632.33,3,595.51,3,618.83,609.01,619.44,0,613.92,4.19,0.7269
1997-01-03,"말레이시아 MYR",344.66,3,324.6,3,337.3,331.96,0,0,334.63,8.35,0.3962
1997-01-03,"노르웨이 NOK",136.12,3,128.2,3,133.21,131.11,0,0,132.16,4.66,0.1565
1997-01-03,"뉴질랜드 NZD",615.86,3,580,3,602.71,593.15,0,0,597.93,8.7,0.7079
1997-01-03,"덴마크 DKK",147.45,3,138.87,3,144.3,142.02,0,0,143.16,4.68,0.1695
1997-01-03,"바레인 BHD",2307.83,3,2173.41,3,2258.54,2222.7,0,0,2240.62,6.62,2.6529
1997-01-03,"사우디아라비아 SAR",231.95,3,218.45,3,227,223.4,0,0,225.2,6.56,0.2666
1997-01-03,"스웨덴 SEK",126.39,3,119.03,3,123.69,121.73,0,0,122.71,5.12,0.1453
1997-01-03,"스위스 CHF",645.35,3,607.77,3,631.57,621.55,0,0,626.56,2.87,0.7418
1997-01-03,"아랍에미리트공화국 AED",236.91,3,223.11,3,231.85,228.17,0,0,230.01,6.75,0.2723
1997-01-03,"인도 INR",24.41,3,22.99,3,0,0,0,0,23.7,1,0.0282
1997-01-03,"인도네시아 IDR (100)",36.84,3,34.7,3,36.05,35.49,0,0,35.77,15.5,0.0424
1997-01-03,"쿠웨이트 KWD",2905.11,3,2735.89,3,2843.06,2797.94,0,0,2820.5,8.12,3.3395
1997-01-06,"미국 USD",855.34,1.5,834.28,1.5,846,839.4,846.91,0,842.7,6.56,1
1997-01-06,"일본 JPY (100)",728.24,1.5,710.22,1.5,725.35,716.71,726.07,0,721.03,1.49,0.8556
1997-01-06,"유로 EUR",1072.73,3,1010.25,3,1049.82,1033.16,1050.86,0,1041.49,5.18,1.2359
1997-01-06,"중국 CNY",104.59,3,98.51,3,102.36,100.74,0,0,101.55,1,0.1205
1997-01-06,"홍콩 HKD",112.21,3,105.69,3,109.82,108.08,0,0,108.95,6.68,0.1293
1997-01-06,"태국 THB",33.96,3,32,3,33.24,32.72,0,0,32.98,10.75,0.0391
1997-01-06,"싱가포르 SGD",618.44,3,582.42,3,605.23,595.63,0,0,600.43,4.75,0.7125
1997-01-06,"호주 AUD",686.26,3,646.3,3,671.61,660.95,672.27,0,666.28,6.95,0.7906
1997-01-06,"영국 GBP",1464.72,3,1379.4,3,1433.43,1410.69,1434.85,0,1422.06,7.53,1.6875
1997-01-06,"캐나다 CAD",633.54,3,596.64,3,620.01,610.17,620.62,0,615.09,4.29,0.7299
1997-01-06,"말레이시아 MYR",344.12,3,324.08,3,336.77,331.43,0,0,334.1,8,0.3965
1997-01-06,"노르웨이 NOK",134.26,3,126.44,3,131.39,129.31,0,0,130.35,4.76,0.1547
1997-01-06,"뉴질랜드 NZD",613.96,3,578.2,3,600.84,591.32,0,0,596.08,8.68,0.7073
1997-01-06,"덴마크 DKK",145.06,3,136.62,3,141.96,139.72,0,0,140.84,4.62,0.1671
1997-01-06,"바레인 BHD",2302.64,3,2168.52,3,2253.46,2217.7,0,0,2235.58,6.62,2.6529
1997-01-06,"사우디아라비아 SAR",231.43,3,217.95,3,226.48,222.9,0,0,224.69,6.63,0.2666
1997-01-06,"스웨덴 SEK",124.75,3,117.49,3,122.08,120.16,0,0,121.12,5,0.1437
1997-01-06,"스위스 CHF",637.05,3,599.95,3,623.44,613.56,0,0,618.5,2.87,0.734
1997-01-06,"아랍에미리트공화국 AED",236.37,3,222.61,3,231.32,227.66,0,0,229.49,6.5,0.2723
1997-01-06,"인도 INR",24.36,3,22.96,3,0,0,0,0,23.66,1,0.0281
1997-01-06,"인도네시아 IDR (100)",36.76,3,34.62,3,35.97,35.41,0,0,35.69,13.1,0.0424
1997-01-06,"쿠웨이트 KWD",2894.72,3,2726.1,3,2832.89,2787.93,0,0,2810.41,8.25,3.335
1997-01-07,"미국 USD",857.37,1.5,836.26,1.5,848,841.4,848.92,0,844.7,6.56,1
1997-01-07,"일본 JPY (100)",737.38,1.5,719.13,1.5,734.46,725.7,735.19,0,730.08,1.49,0.8643
1997-01-07,"유로 EUR",1079.28,3,1016.42,3,1056.23,1039.47,1057.28,0,1047.85,5.18,1.2405
1997-01-07,"중국 CNY",104.85,3,98.75,3,102.61,100.99,0,0,101.8,1,0.1205
1997-01-07,"홍콩 HKD",112.45,3,105.91,3,110.05,108.31,0,0,109.18,6.68,0.1293
1997-01-07,"태국 THB",34.05,3,32.07,3,33.32,32.8,0,0,33.06,10.75,0.0391
1997-01-07,"싱가포르 SGD",618.72,3,582.68,3,605.5,595.9,0,0,600.7,4.75,0.7111
1997-01-07,"호주 AUD",687.2,3,647.18,3,672.52,661.86,673.19,0,667.19,6.93,0.7899
1997-01-07,"영국 GBP",1475.62,3,1389.68,3,1444.11,1421.19,1445.54,0,1432.65,7.53,1.696
1997-01-07,"캐나다 CAD",637.27,3,600.15,3,623.65,613.77,624.27,0,618.71,4.25,0.7325
1997-01-07,"말레이시아 MYR",348.5,3,328.2,3,341.05,335.65,0,0,338.35,8,0.4006
1997-01-07,"노르웨이 NOK",134.57,3,126.75,3,131.7,129.62,0,0,130.66,4.76,0.1547
1997-01-07,"뉴질랜드 NZD",616.81,3,580.89,3,603.64,594.06,0,0,598.85,8.68,0.7089
1997-01-07,"덴마크 DKK",145.68,3,137.2,3,142.57,140.31,0,0,141.44,4.62,0.1674
1997-01-07,"바레인 BHD",2308.1,3,2173.66,3,2258.8,2222.96,0,0,2240.88,6.62,2.6529
1997-01-07,"사우디아라비아 SAR",232,3,218.5,3,227.05,223.45,0,0,225.25,6.63,0.2667
1997-01-07,"스웨덴 SEK",125.16,3,117.88,3,122.49,120.55,0,0,121.52,5,0.1439
1997-01-07,"스위스 CHF",642.78,3,605.34,3,629.05,619.07,0,0,624.06,2.91,0.7388
1997-01-07,"아랍에미리트공화국 AED",236.94,3,223.14,3,231.88,228.2,0,0,230.04,6.5,0.2723
1997-01-07,"인도 INR",24.42,3,23,3,0,0,0,0,23.71,1,0.0281
1997-01-07,"인도네시아 IDR (100)",36.84,3,34.7,3,36.05,35.49,0,0,35.77,13.1,0.0423
1997-01-07,"쿠웨이트 KWD",2897.71,3,2728.93,3,2835.82,2790.82,0,0,2813.32,8.25,3.3306
1997-01-08,"미국 USD",857.26,1.5,836.16,1.5,847.9,841.3,848.82,0,844.6,6.56,1
1997-01-08,"일본 JPY (100)",738.72,1.5,720.44,1.5,735.79,727.03,736.52,0,731.41,1.51,0.866
1997-01-08,"유로 EUR",1078.98,3,1016.14,3,1055.94,1039.18,1056.98,0,1047.56,5.18,1.2403
1997-01-08,"중국 CNY",104.84,3,98.74,3,102.6,100.98,0,0,101.79,1,0.1205
1997-01-08,"홍콩 HKD",112.41,3,105.87,3,110.01,108.27,0,0,109.14,6.68,0.1292
1997-01-08,"태국 THB",34.07,3,32.09,3,33.34,32.82,0,0,33.08,10.75,0.0392
1997-01-08,"싱가포르 SGD",619.61,3,583.53,3,606.38,596.76,0,0,601.57,4.75,0.7123
1997-01-08,"호주 AUD",687.47,3,647.43,3,672.78,662.12,673.45,0,667.45,6.93,0.7903
1997-01-08,"영국 GBP",1473.02,3,1387.22,3,1441.56,1418.68,1442.99,0,1430.12,7.54,1.6933
1997-01-08,"캐나다 CAD",641.43,3,604.07,3,627.73,617.77,628.35,0,622.75,4.18,0.7373
1997-01-08,"말레이시아 MYR",348.45,3,328.17,3,341.01,335.61,0,0,338.31,8,0.4006
1997-01-08,"노르웨이 NOK",134.52,3,126.7,3,131.65,129.57,0,0,130.61,4.76,0.1546
1997-01-08,"뉴질랜드 NZD",617.52,3,581.56,3,604.33,594.75,0,0,599.54,8.68,0.7099
1997-01-08,"덴마크 DKK",145.77,3,137.29,3,142.66,140.4,0,0,141.53,4.62,0.1676
1997-01-08,"바레인 BHD",2307.83,3,2173.41,3,2258.54,2222.7,0,0,2240.62,6.62,2.6529
1997-01-08,"사우디아라비아 SAR",231.96,3,218.46,3,227.01,223.41,0,0,225.21,6.63,0.2666
1997-01-08,"스웨덴 SEK",124.72,3,117.46,3,122.05,120.13,0,0,121.09,5,0.1434
1997-01-08,"스위스 CHF",641.78,3,604.4,3,628.07,618.11,0,0,623.09,2.93,0.7377
1997-01-08,"아랍에미리트공화국 AED",236.91,3,223.11,3,231.85,228.17,0,0,230.01,6.5,0.2723
1997-01-08,"인도 INR",24.43,3,23.01,3,0,0,0,0,23.72,1,0.0281
1997-01-08,"인도네시아 IDR (100)",36.84,3,34.7,3,36.05,35.49,0,0,35.77,13.1,0.0424
1997-01-08,"쿠웨이트 KWD",2903.17,3,2734.07,3,2841.16,2796.08,0,0,2818.62,8.25,3.3372
1997-01-09,"미국 USD",857.47,1.5,836.36,1.5,849.8,841.5,850.71,0,844.8,6.56,1
1997-01-09,"일본 JPY (100)",737.31,1.5,719.06,1.5,734.39,725.63,735.12,0,730.01,1.49,0.8641
1997-01-09,"유로 EUR",1072.88,3,1010.4,3,1049.97,1033.31,1051.01,0,1041.64,5.18,1.233
1997-01-09,"중국 CNY",104.87,3,98.77,3,102.63,101.01,0,0,101.82,1,0.1205
1997-01-09,"홍콩 HKD",112.44,3,105.9,3,110.04,108.3,0,0,109.17,6.68,0.1292
1997-01-09,"태국 THB",34.05,3,32.07,3,33.32,32.8,0,0,33.06,10.75,0.0391
1997-01-09,"싱가포르 SGD",619.18,3,583.12,3,605.95,596.35,0,0,601.15,4.75,0.7116
1997-01-09,"호주 AUD",678.93,3,639.39,3,664.43,653.89,665.09,0,659.16,6.87,0.7803
1997-01-09,"영국 GBP",1468.36,3,1382.84,3,1437,1414.2,1438.43,0,1425.6,7.55,1.6875
1997-01-09,"캐나다 CAD",643.71,3,606.23,3,629.96,619.98,630.59,0,624.97,4.18,0.7398
1997-01-09,"말레이시아 MYR",349.66,3,329.3,3,342.19,336.77,0,0,339.48,8,0.4018
1997-01-09,"노르웨이 NOK",134.04,3,126.24,3,131.18,129.1,0,0,130.14,4.76,0.154
1997-01-09,"뉴질랜드 NZD",614.79,3,578.99,3,601.66,592.12,0,0,596.89,8.68,0.7065
1997-01-09,"덴마크 DKK",144.87,3,136.45,3,141.78,139.54,0,0,140.66,4.62,0.1665
1997-01-09,"바레인 BHD",2308.38,3,2173.92,3,2259.07,2223.23,0,0,2241.15,6.62,2.6529
1997-01-09,"사우디아라비아 SAR",232.01,3,218.51,3,227.06,223.46,0,0,225.26,6.63,0.2666
1997-01-09,"스웨덴 SEK",124.7,3,117.44,3,122.03,120.11,0,0,121.07,5,0.1433
1997-01-09,"스위스 CHF",637,3,599.9,3,623.39,613.51,0,0,618.45,2.87,0.7321
1997-01-09,"아랍에미리트공화국 AED",236.97,3,223.17,3,231.91,228.23,0,0,230.07,6.5,0.2723
1997-01-09,"인도 INR",24.44,3,23.02,3,0,0,0,0,23.73,1,0.0281
1997-01-09,"인도네시아 IDR (100)",36.84,3,34.7,3,36.05,35.49,0,0,35.77,13.1,0.0423
1997-01-09,"쿠웨이트 KWD",2901.93,3,2732.89,3,2839.94,2794.88,0,0,2817.41,8.25,3.335
1997-01-10,"미국 USD",859.4,1.5,838.24,1.5,850,843.4,850.93,0,846.7,6.56,1
1997-01-10,"일본 JPY (100)",734.71,1.5,716.53,1.5,731.8,723.08,732.53,0,727.44,1.5,0.8591
1997-01-10,"유로 EUR",1075.39,3,1012.75,3,1052.42,1035.72,1053.46,0,1044.07,5.18,1.2331
1997-01-10,"중국 CNY",105.11,3,98.99,3,102.86,101.24,0,0,102.05,1,0.1205
1997-01-10,"홍콩 HKD",112.71,3,106.15,3,110.3,108.56,0,0,109.43,6.68,0.1292
1997-01-10,"태국 THB",34.03,3,32.05,3,33.3,32.78,0,0,33.04,10.75,0.039
1997-01-10,"싱가포르 SGD",620.26,3,584.14,3,607.01,597.39,0,0,602.2,4.75,0.7112
1997-01-10,"호주 AUD",680.63,3,640.99,3,666.09,655.53,666.75,0,660.81,6.87,0.7805
1997-01-10,"영국 GBP",1483.87,3,1397.45,3,1452.18,1429.14,1453.62,0,1440.66,7.52,1.7015
1997-01-10,"캐나다 CAD",644.88,3,607.32,3,631.1,621.1,631.73,0,626.1,4.2,0.7395
1997-01-10,"말레이시아 MYR",351.27,3,330.81,3,343.76,338.32,0,0,341.04,8,0.4028
1997-01-10,"노르웨이 NOK",135.33,3,127.45,3,132.44,130.34,0,0,131.39,4.76,0.1552
1997-01-10,"뉴질랜드 NZD",616.79,3,580.87,3,603.62,594.04,0,0,598.83,8.68,0.7073
1997-01-10,"덴마크 DKK",145.17,3,136.73,3,142.07,139.83,0,0,140.95,4.62,0.1665
1997-01-10,"바레인 BHD",2313.57,3,2178.81,3,2264.15,2228.23,0,0,2246.19,6.62,2.6529
1997-01-10,"사우디아라비아 SAR",232.53,3,218.99,3,227.56,223.96,0,0,225.76,6.63,0.2666
1997-01-10,"스웨덴 SEK",126.09,3,118.75,3,123.39,121.45,0,0,122.42,5,0.1446
1997-01-10,"스위스 CHF",637.27,3,600.15,3,623.65,613.77,0,0,618.71,2.84,0.7307
1997-01-10,"아랍에미리트공화국 AED",237.49,3,223.67,3,232.42,228.74,0,0,230.58,6.5,0.2723
1997-01-10,"인도 INR",24.32,3,22.92,3,0,0,0,0,23.62,1,0.0279
1997-01-10,"인도네시아 IDR (100)",36.92,3,34.78,3,36.13,35.57,0,0,35.85,13.1,0.0423
1997-01-10,"쿠웨이트 KWD",2906.51,3,2737.21,3,2844.43,2799.29,0,0,2821.86,8.25,3.3328
1997-01-13,"미국 USD",859.5,1.5,838.34,1.5,850.1,843.5,851.03,0,846.8,6.56,1
1997-01-13,"일본 JPY (100)",736.21,1.5,718,1.5,733.3,724.56,734.03,0,728.93,1.49,0.8608
1997-01-13,"유로 EUR",1069.5,3,1007.2,3,1046.65,1030.05,1047.69,0,1038.35,5.15,1.2262
1997-01-13,"중국 CNY",105.12,3,99,3,102.87,101.25,0,0,102.06,1,0.1205
1997-01-13,"홍콩 HKD",112.72,3,106.16,3,110.31,108.57,0,0,109.44,6.5,0.1292
1997-01-13,"태국 THB",34.05,3,32.07,3,33.32,32.8,0,0,33.06,11.25,0.039
1997-01-13,"싱가포르 SGD",620.78,3,584.62,3,607.52,597.88,0,0,602.7,4.31,0.7117
1997-01-13,"호주 AUD",681.49,3,641.81,3,666.94,656.36,667.6,0,661.65,6.87,0.7814
1997-01-13,"영국 GBP",1462.9,3,1377.7,3,1431.66,1408.94,1433.08,0,1420.3,7.46,1.6773
1997-01-13,"캐나다 CAD",646.67,3,609.01,3,632.86,622.82,633.49,0,627.84,4.18,0.7414
1997-01-13,"말레이시아 MYR",351.41,3,330.95,3,343.9,338.46,0,0,341.18,8.35,0.4029
1997-01-13,"노르웨이 NOK",136.09,3,128.17,3,133.18,131.08,0,0,132.13,4.5,0.156
1997-01-13,"뉴질랜드 NZD",615.38,3,579.54,3,602.23,592.69,0,0,597.46,8.43,0.7056
1997-01-13,"덴마크 DKK",144.43,3,136.03,3,141.35,139.11,0,0,140.23,4.62,0.1656
1997-01-13,"바레인 BHD",2313.84,3,2179.06,3,2264.42,2228.48,0,0,2246.45,6.62,2.6529
1997-01-13,"사우디아라비아 SAR",232.57,3,219.03,3,227.6,224,0,0,225.8,6.68,0.2667
1997-01-13,"스웨덴 SEK",126.07,3,118.73,3,123.37,121.43,0,0,122.4,4.9,0.1445
1997-01-13,"스위스 CHF",633.87,3,596.95,3,620.33,610.49,0,0,615.41,2.83,0.7267
1997-01-13,"아랍에미리트공화국 AED",237.52,3,223.7,3,232.45,228.77,0,0,230.61,6.5,0.2723
1997-01-13,"인도 INR",24.35,3,22.95,3,0,0,0,0,23.65,1,0.0279
1997-01-13,"인도네시아 IDR (100)",36.92,3,34.78,3,36.13,35.57,0,0,35.85,14.7,0.0423
1997-01-13,"쿠웨이트 KWD",2905.89,3,2736.63,3,2843.83,2798.69,0,0,2821.26,8.25,3.3317
1997-01-14,"미국 USD",860.21,1.5,839.03,1.5,850.8,844.2,851.73,0,847.5,6.59,1
1997-01-14,"일본 JPY (100)",733.79,1.5,715.64,1.5,730.88,722.18,731.61,0,726.53,1.49,0.8573
1997-01-14,"유로 EUR",1068.37,3,1006.15,3,1045.55,1028.97,1046.59,0,1037.26,5.15,1.2239
1997-01-14,"중국 CNY",105.21,3,99.09,3,102.96,101.34,0,0,102.15,1,0.1205
1997-01-14,"홍콩 HKD",112.81,3,106.25,3,110.4,108.66,0,0,109.53,6.5,0.1292
1997-01-14,"태국 THB",34.04,3,32.06,3,33.31,32.79,0,0,33.05,11.25,0.039
1997-01-14,"싱가포르 SGD",621.6,3,585.4,3,608.32,598.68,0,0,603.5,4.31,0.7121
1997-01-14,"호주 AUD",679.53,3,639.95,3,665.01,654.47,665.67,0,659.74,6.85,0.7785
1997-01-14,"영국 GBP",1460.13,3,1375.09,3,1428.95,1406.27,1430.36,0,1417.61,7.44,1.6727
1997-01-14,"캐나다 CAD",647.93,3,610.19,3,634.09,624.03,634.72,0,629.06,4.18,0.7423
1997-01-14,"말레이시아 MYR",353.19,3,332.63,3,345.65,340.17,0,0,342.91,8.35,0.4046
1997-01-14,"노르웨이 NOK",136.82,3,128.86,3,133.9,131.78,0,0,132.84,4.5,0.1567
1997-01-14,"뉴질랜드 NZD",614.14,3,578.38,3,601.03,591.49,0,0,596.26,8.43,0.7036
1997-01-14,"덴마크 DKK",144.34,3,135.94,3,141.26,139.02,0,0,140.14,4.62,0.1654
1997-01-14,"바레인 BHD",2315.75,3,2180.87,3,2266.29,2230.33,0,0,2248.31,6.62,2.6529
1997-01-14,"사우디아라비아 SAR",232.76,3,219.22,3,227.79,224.19,0,0,225.99,6.68,0.2667
1997-01-14,"스웨덴 SEK",125.66,3,118.34,3,122.97,121.03,0,0,122,4.9,0.144
1997-01-14,"스위스 CHF",634.04,3,597.12,3,620.5,610.66,0,0,615.58,2.78,0.7263
1997-01-14,"아랍에미리트공화국 AED",237.72,3,223.88,3,232.64,228.96,0,0,230.8,6.5,0.2723
1997-01-14,"인도 INR",24.38,3,22.96,3,0,0,0,0,23.67,1,0.0279
1997-01-14,"인도네시아 IDR (100)",36.87,3,34.73,3,36.08,35.52,0,0,35.8,14.7,0.0422
1997-01-14,"쿠웨이트 KWD",2907.32,3,2737.98,3,2845.23,2800.07,0,0,2822.65,8.25,3.3306
1997-01-15,"미국 USD",861.02,1.5,839.82,1.5,851.6,845,852.54,0,848.3,6.59,1
1997-01-15,"일본 JPY (100)",731.51,1.5,713.41,1.5,728.61,719.93,729.33,0,724.27,1.48,0.8538
1997-01-15,"유로 EUR",1066.23,3,1004.13,3,1043.46,1026.9,1044.49,0,1035.18,5.15,1.2203
1997-01-15,"중국 CNY",105.31,3,99.19,3,103.06,101.44,0,0,102.25,1,0.1205
1997-01-15,"홍콩 HKD",112.63,3,106.07,3,110.22,108.48,0,0,109.35,6.5,0.1289
1997-01-15,"태국 THB",34.08,3,32.1,3,33.35,32.83,0,0,33.09,11.25,0.039
1997-01-15,"싱가포르 SGD",621.88,3,585.66,3,608.6,598.94,0,0,603.77,4.31,0.7117
1997-01-15,"호주 AUD",682.09,3,642.37,3,667.52,656.94,668.19,0,662.23,6.79,0.7807
1997-01-15,"영국 GBP",1458.67,3,1373.71,3,1427.51,1404.87,1428.93,0,1416.19,7.43,1.6694
1997-01-15,"캐나다 CAD",646.19,3,608.55,3,632.38,622.36,633.01,0,627.37,4.18,0.7396
1997-01-15,"말레이시아 MYR",352.5,3,331.98,3,344.97,339.51,0,0,342.24,8.35,0.4034
1997-01-15,"노르웨이 NOK",136.8,3,128.84,3,133.88,131.76,0,0,132.82,4.5,0.1566
1997-01-15,"뉴질랜드 NZD",613.94,3,578.18,3,600.82,591.3,0,0,596.06,8.43,0.7027
1997-01-15,"덴마크 DKK",143.94,3,135.56,3,140.86,138.64,0,0,139.75,4.62,0.1647
1997-01-15,"바레인 BHD",2317.94,3,2182.92,3,2268.43,2232.43,0,0,2250.43,6.62,2.6529
1997-01-15,"사우디아라비아 SAR",232.96,3,219.4,3,227.98,224.38,0,0,226.18,6.68,0.2666
1997-01-15,"스웨덴 SEK",125.39,3,118.09,3,122.71,120.77,0,0,121.74,4.9,0.1435
1997-01-15,"스위스 CHF",635.68,3,598.66,3,622.1,612.24,0,0,617.17,2.75,0.7275
1997-01-15,"아랍에미리트공화국 AED",237.95,3,224.09,3,232.86,229.18,0,0,231.02,6.5,0.2723
1997-01-15,"인도 INR",24.42,3,23,3,0,0,0,0,23.71,1,0.028
1997-01-15,"인도네시아 IDR (100)",36.76,3,34.62,3,35.97,35.41,0,0,35.69,14.7,0.0421
1997-01-15,"쿠웨이트 KWD",2906.19,3,2736.91,3,2844.12,2798.98,0,0,2821.55,8.25,3.3261
1997-01-16,"미국 USD",861.83,1.5,840.61,1.5,852.4,845.8,853.34,0,849.1,6.56,1
1997-01-16,"일본 JPY (100)",734.55,1.5,716.38,1.5,731.64,722.92,732.37,0,727.28,1.48,0.8565
1997-01-16,"유로 EUR",1070.82,3,1008.46,3,1047.95,1031.33,1048.99,0,1039.64,5.15,1.2244
1997-01-16,"중국 CNY",105.42,3,99.28,3,103.16,101.54,0,0,102.35,1,0.1205
1997-01-16,"홍콩 HKD",113.01,3,106.43,3,110.59,108.85,0,0,109.72,6.5,0.1292
1997-01-16,"태국 THB",34.09,3,32.11,3,33.36,32.84,0,0,33.1,11.25,0.039
1997-01-16,"싱가포르 SGD",622.47,3,586.21,3,609.17,599.51,0,0,604.34,4.31,0.7117
1997-01-16,"호주 AUD",678.75,3,639.23,3,664.26,653.72,664.92,0,658.99,6.79,0.7761
1997-01-16,"영국 GBP",1472.34,3,1386.58,3,1440.89,1418.03,1442.32,0,1429.46,7.45,1.6835
