iter	Logloss
170	0.2932541601
171	0.29314524
172	0.2930473798
173	0.2929080535
174	0.2928446351
175	0.2927504994
176	0.2926224168
177	0.2925343962
178	0.2924262224
179	0.2923374101
180	0.2922400805
181	0.2921442851
182	0.292086486
183	0.292048667
184	0.2919179728
185	0.2918115785
186	0.2917488367
187	0.2916758305
188	0.2915129917
189	0.2913992681
190	0.2913031941
191	0.2912308848
192	0.2911661269
193	0.2909241672
194	0.2908037353
195	0.2907538205
196	0.2905483076
197	0.2904699491
198	0.2904159203
199	0.2902269273
200	0.2899711466
201	0.2898988029
202	0.2898235365
203	0.2893797438
204	0.2893159945
205	0.2892805778
206	0.2892186174
207	0.2891174189
208	0.2890323998
209	0.288940414
210	0.2888761907
211	0.2887422142
212	0.2885352606
213	0.2884246272
214	0.2883507999
215	0.2882393588
216	0.2881442861
217	0.2880918592
218	0.2880286733
219	0.2877420245
220	0.2876798648
221	0.2876331225
222	0.2875962564
223	0.2875051836
224	0.2874459772
225	0.2873859872
226	0.287314953
227	0.2872620718
228	0.2871962297
229	0.2870302281
230	0.2868161622
231	0.2867728395
232	0.2866675196
233	0.2865981324
234	0.2865461816
235	0.2865071616
236	0.2863848709
237	0.286272838
238	0.2862247818
239	0.2861678689
240	0.2860796365
241	0.2860576147
242	0.2859338717
243	0.2858926261
244	0.285830884
245	0.2856391505
246	0.2855732755
247	0.2854792174
248	0.2854471642
249	0.2853793008
250	0.2853298648
251	0.2852787721
252	0.2851162871
253	0.2850110906
254	0.2849122613
255	0.2848560054
256	0.2847192171
257	0.2843931158
258	0.2843540669
259	0.2842927843
260	0.284242193
261	0.2841649962
262	0.284114826
263	0.2840450114
264	0.2839244007
265	0.2838975021
266	0.2838101657
267	0.2837721597
268	0.2837241269
269	0.2836854873
270	0.2835247184
271	0.2833547532
272	0.2833125561
273	0.2832222528
274	0.2829703051
275	0.282863451
276	0.2827931707
277	0.2827349377
278	0.282684392
279	0.2823764398
280	0.2821958884
281	0.2820178839
282	0.2819258731
283	0.2818771605
284	0.2818028299
285	0.2817321733
286	0.2816787478
287	0.2814574932
288	0.2813962279
289	0.2813459723
290	0.2813042903
291	0.2811614221
292	0.2810505114
293	0.2809755075
294	0.2807235641
295	0.2806730905
296	0.2806424902
297	0.280593921
298	0.2805235936
299	0.2804808637
300	0.2803693575
301	0.2802905337
302	0.2802293106
303	0.2801292996
304	0.280052092
305	0.2799659887
306	0.279914982
307	0.2798214841
308	0.2797511582
309	0.2796982244
310	0.2796271505
311	0.2794773013
312	0.2793883747
313	0.2793346381
314	0.2792618322
315	0.2790744676
316	0.2790054294
317	0.2789452355
318	0.2789140677
319	0.2788563046
320	0.2787866124
321	0.2787156089
322	0.2783368754
323	0.2780419539
324	0.2779762366
325	0.2778765429
326	0.2778217321
327	0.2777233138
328	0.277657303
329	0.2776028604
330	0.2774332459
331	0.2773589464
332	0.2772607333
333	0.2770721968
334	0.2769141386
335	0.2768742813
336	0.2768193952
337	0.2767567861
338	0.2766721527
339	0.2765985134
340	0.2765824361
341	0.2765323625
342	0.276508626
343	0.2764411609
344	0.2761743094
345	0.276103841
346	0.2760461466
347	0.2759886368
348	0.2759358122
349	0.2758288681
350	0.2757806835
351	0.2757169823
352	0.2756573613
353	0.2755094554
354	0.2753981405
355	0.2753084313
356	0.275215413
357	0.2751706358
358	0.2751077572
359	0.2750503774
360	0.2750148286
361	0.2746729187
362	0.274618876
363	0.2745353978
364	0.2744584124
365	0.2743856785
366	0.2743258954
367	0.2742667078
368	0.2741942276
369	0.274136833
370	0.2740761936
371	0.2740327787
372	0.2739754567
373	0.2739408418
374	0.2738594206
375	0.2737946262
376	0.2737582898
377	0.2736985147
378	0.2736426511
379	0.2736109672
380	0.2735583053
381	0.2734796031
382	0.2734388927
383	0.273395991
384	0.2733218965
385	0.2732210005
386	0.2731827748
387	0.2731079045
388	0.2730651421
389	0.2729278023
390	0.272903679
391	0.2728636112
392	0.2728308433
393	0.2727904346
394	0.2727266196
395	0.2726698648
396	0.2726040697
397	0.2725649227
398	0.272518557
399	0.2724669943
400	0.2724223576
401	0.2722767346
402	0.2721918767
403	0.2721440667
404	0.2721201869
405	0.2720564504
406	0.2720021503
407	0.2719619527
408	0.2719210568
409	0.2718691159
410	0.271807487
411	0.2717476755
412	0.2716951023
413	0.2716456979
414	0.2715774396
415	0.2715420809
416	0.2715015583
417	0.2714483255
418	0.2713186196
419	0.2710935373
420	0.2710465195
421	0.2709845679
422	0.2709585299
423	0.2709062196
424	0.2708719346
425	0.2707867464
426	0.2707132899
427	0.270665067
428	0.2706342735
429	0.2705773904
430	0.2705315433
431	0.2704564644
432	0.2704214707
433	0.2703868989
434	0.2703401741
435	0.2702876061
436	0.2702572002
437	0.2702012436
438	0.2701194791
439	0.2700745456
440	0.2700275111
441	0.2699689088
442	0.2699166921
443	0.2698792904
444	0.2698321286
445	0.2697767113
446	0.2697555718
447	0.2696995761
448	0.2696565488
449	0.2696096953
450	0.2695576915
451	0.2695144745
452	0.2694882826
453	0.2694587084
454	0.2694299228
455	0.2693896879
456	0.2693334534
457	0.26932056
458	0.269282658
459	0.269240863
460	0.2691956539
461	0.2691344045
462	0.2690854455
463	0.2690505452
464	0.2689370163
465	0.2688740833
466	0.2688477972
467	0.2688213536
468	0.2687567024
469	0.2687252392
470	0.2686771555
471	0.2686335886
472	0.2686028813
473	0.2683897043
474	0.2683164131
475	0.2682753492
476	0.2682371382
477	0.2681616371
478	0.268110187
479	0.2680724548
480	0.2679939211
481	0.2679384325
482	0.2678941243
483	0.2678661033
484	0.2678169965
485	0.2677969829
486	0.2677556037
487	0.2677133191
488	0.2676757604
489	0.2676367828
490	0.2675983426
491	0.2675547998
492	0.2675305354
493	0.2674944588
494	0.2674678189
495	0.2674289579
496	0.2674045617
497	0.2673740449
498	0.2673350087
499	0.2672858226
500	0.267219191
501	0.2671758951
502	0.2671403782
503	0.2671123354
504	0.2670631347
505	0.2670139336
506	0.2669892521
507	0.2669477701
508	0.266880961
509	0.2668377373
510	0.2668147529
511	0.2667414824
512	0.2666965285
513	0.2666311246
514	0.2665548849
515	0.2665192586
516	0.266481556
517	0.2664450786
518	0.2664044256
519	0.2662997848
520	0.2662691955
521	0.2662268314
522	0.2660384368
523	0.2659964528
524	0.2659463281
525	0.2659067457
526	0.2658457241
527	0.2658074402
528	0.2657796296
529	0.2657210882
530	0.2656823358
531	0.2656497404
532	0.2655534479
533	0.2655193593
534	0.2654948169
535	0.2654396074
536	0.2653903793
537	0.2653422854
538	0.2652941107
539	0.2652735087
540	0.2652465787
541	0.265175392
542	0.2650870092
543	0.2650471062
544	0.2650095584
545	0.2649836766
546	0.2649303757
547	0.2648827458
548	0.2648335104
549	0.2647897331
550	0.2647591604
551	0.2647142522
552	0.2646743028
553	0.2646224975
554	0.2645386254
555	0.2645040528
556	0.2644720163
557	0.2644027929
558	0.2642718136
559	0.2642378517
560	0.2642150678
561	0.2641798639
562	0.2641632993
563	0.2641339608
564	0.2640900071
565	0.2640621265
566	0.2640144773
567	0.2639814318
568	0.2639127231
569	0.2638746788
570	0.2638215947
571	0.2637968417
572	0.2637761667
573	0.2637403417
574	0.2637020832
575	0.2636728188
576	0.2636444841
577	0.2635778263
578	0.2635418754
579	0.2635209895
580	0.2634458725
581	0.2634130168
582	0.2633921748
583	0.2633226794
584	0.2632946184
585	0.2632499008
586	0.2632149658
587	0.2631978139
588	0.2631811627
589	0.2631513439
590	0.2630390632
591	0.2630116825
592	0.2629698863
593	0.2629123377
594	0.2628767701
595	0.2628445303
596	0.2628236138
597	0.2627626287
598	0.2627048741
599	0.2626560118
600	0.2626160457
601	0.2625912986
602	0.2625441511
603	0.2625211692
604	0.2625058465
605	0.2624533939
606	0.2624240515
607	0.2623879122
608	0.2623329616
609	0.2622882186
610	0.2622463901
611	0.2622200911
612	0.2622004754
613	0.2621559659
614	0.262133594
615	0.2620974474
616	0.2620716923
617	0.2620223897
618	0.2619874039
619	0.2619634428
620	0.2619093358
621	0.2618632226
622	0.2617981459
623	0.261779369
624	0.2617232707
625	0.2617045123
626	0.261642752
627	0.2616201331
628	0.2615990017
629	0.2615774663
630	0.2615402441
631	0.2614912935
632	0.2614520554
633	0.2614361258
634	0.2614036785
635	0.261383641
636	0.2613685103
637	0.2613312512
638	0.2613003506
639	0.2612522583
640	0.261220545
641	0.261153758
642	0.2611312546
643	0.2610851245
644	0.2610648756
645	0.2610289531
646	0.2609679276
647	0.2609336833
648	0.2608794372
649	0.2608539566
650	0.2608043351
651	0.2607528478
652	0.2607166115
653	0.2606708567
654	0.2606327255
655	0.2606095756
656	0.2605787605
657	0.2605251315
658	0.2605037568
659	0.2604623631
660	0.2604422345
661	0.2604010297
662	0.260370669
663	0.2603550189
664	0.2603234482
665	0.2602946157
666	0.2602705461
667	0.260252572
668	0.2602107217
669	0.2601700111
670	0.2601309332
671	0.2600964844
672	0.2600773483
673	0.2600493955
674	0.2600121919
675	0.2599808806
676	0.2599430534
677	0.2598971847
678	0.2598669666
679	0.2598252993
680	0.2597971489
681	0.2597640232
682	0.2597430829
683	0.2597244514
684	0.2596934597
685	0.2596730215
686	0.2596382958
687	0.2596102373
688	0.259581661
689	0.2595381582
690	0.2594639467
691	0.2594241498
692	0.2593910629
693	0.2593504149
694	0.2593229475
695	0.2593039181
696	0.2592741819
697	0.259232516
698	0.2591826073
699	0.259110639
700	0.2590855056
701	0.2590184765
702	0.258999661
703	0.2589738406
704	0.2589307405
705	0.2588959193
706	0.2588285011
707	0.2587911591
708	0.2587413306
709	0.2587286853
710	0.2586831645
711	0.2586669945
712	0.2586423695
713	0.2586223091
714	0.2585765001
715	0.2585613499
716	0.2585304461
717	0.2585124236
718	0.2584946392
719	0.2584511604
720	0.2584165099
721	0.2583580662
722	0.2583238749
723	0.258298883
724	0.2582628962
725	0.2582409632
726	0.2581985119
727	0.2581815172
728	0.2581558078
729	0.2581249197
730	0.2580906572
731	0.2580509387
732	0.2579984051
733	0.2579639814
734	0.2579380553
735	0.2579131872
736	0.257882993
737	0.257870507
738	0.2578435825
739	0.2578172177
740	0.2577883037
741	0.2577444529
742	0.2576831286
743	0.2576691743
744	0.2576189356
745	0.2575888391
746	0.2575488578
747	0.2574958193
748	0.2574737878
749	0.2574609691
750	0.2574467304
751	0.2574317906
752	0.2573859833
753	0.257367899
754	0.257342329
755	0.2573061377
756	0.2572606947
757	0.257224031
758	0.2571343291
759	0.2570832767
760	0.2570729449
761	0.2570088454
762	0.2569604618
763	0.2569413523
764	0.2569047501
765	0.2568758365
766	0.2568352819
767	0.2568017262
768	0.2567776303
769	0.256741772
770	0.2567232648
771	0.2567013058
772	0.2566467382
773	0.2566178652
774	0.2565637479
775	0.2565419202
776	0.256518493
777	0.2564677739
778	0.2564221971
779	0.2563842615
780	0.2563583667
781	0.2563172742
782	0.2562952152
783	0.2561368825
784	0.2561133642
785	0.256072724
786	0.2560324991
787	0.2560213521
788	0.2560019063
789	0.2559724668
790	0.2559507984
791	0.255903272
792	0.2558825624
793	0.2558507336
794	0.2558286049
795	0.2558067078
796	0.2557747614
797	0.2557564258
798	0.2556400909
799	0.2555936268
800	0.255549921
801	0.2555200536
802	0.2555059244
803	0.2554682285
804	0.2554555828
805	0.2554406094
806	0.2554223463
807	0.2554028119
808	0.2553693656
809	0.2553511786
810	0.2553182419
811	0.2552895476
812	0.255237402
813	0.2551971786
814	0.2551675539
815	0.2551550526
816	0.2550181339
817	0.2549810699
818	0.2549654467
819	0.2549205309
820	0.254899542
821	0.2548648038
822	0.2548289096
823	0.2547855962
824	0.254734184
825	0.2547034426
826	0.2546918697
827	0.2546234739
828	0.2545737553
829	0.2545459964
830	0.2545353454
831	0.2544957453
832	0.2544552972
833	0.2544097148
834	0.2543843451
835	0.2543624871
836	0.2543516584
837	0.2543056684
838	0.2542668098
839	0.2542492236
840	0.2542029177
841	0.2541846354
842	0.2541240518
843	0.2540717021
844	0.2539764143
845	0.2539482898
846	0.2538399317
847	0.2538243179
848	0.2538089527
849	0.2537781108
850	0.2537606257
851	0.2537331852
852	0.2536884422
853	0.2536633461
854	0.2536484553
855	0.2536114682
856	0.2535620125
857	0.253550741
858	0.2535300498
859	0.2535196039
860	0.2535032611
861	0.2534815673
862	0.2534711816
863	0.2534506822
864	0.2534098131
865	0.2533985181
866	0.2533723093
867	0.2533171773
868	0.2532874046
869	0.2532413827
870	0.2531157283
871	0.2530832697
872	0.2530458449
873	0.2530233017
874	0.2529272747
875	0.2529060033
876	0.2528584635
877	0.2528440755
878	0.2527921767
879	0.2527572179
880	0.2527481002
881	0.2527258044
882	0.2526660638
883	0.252642512
884	0.2525885
885	0.2525535552
886	0.2525232557
887	0.2524740211
888	0.2524601741
889	0.252438513
890	0.252399648
891	0.2523771691
892	0.2522936148
893	0.2522417235
894	0.2522039845
895	0.2521763033
896	0.2521677717
897	0.2521507822
898	0.2521411263
899	0.2521310252
900	0.2521020302
901	0.2520785415
902	0.2520418474
903	0.252008643
904	0.2519990933
905	0.2519805796
906	0.2519521326
907	0.2519124416
908	0.2518986364
909	0.2518656068
910	0.2517578047
911	0.2517258006
912	0.2517164264
913	0.2516934268
914	0.2515928654
915	0.2515650087
916	0.2515452606
917	0.2515041696
918	0.2514677841
919	0.2514356421
920	0.2513902319
921	0.2513531243
922	0.2513146441
923	0.251288847
924	0.2512614512
925	0.2512152641
926	0.2511842637
927	0.2511755478
928	0.2511431169
929	0.2511122433
930	0.2510942622
931	0.251048907
932	0.250973726
933	0.2509419711
934	0.250932218
935	0.2508796186
936	0.2508710874
937	0.2508099652
938	0.2507869425
939	0.2507636978
940	0.2507307017
941	0.2507132167
942	0.2506668098
943	0.2506511877
944	0.2506122625
945	0.2505812581
946	0.2505455594
947	0.2505364474
948	0.2504972728
949	0.2504788558
950	0.2504563186
951	0.2504306446
952	0.250400788
953	0.2503634829
954	0.2503388053
955	0.2502973384
956	0.2502657574
957	0.25018858
958	0.250170164
959	0.2501479317
960	0.2501212675
961	0.2500969348
962	0.2500518965
963	0.2500379784
964	0.2500161656
965	0.2499939153
966	0.2499548477
967	0.2499110674
968	0.2498708656
969	0.2498653713
970	0.2497768116
971	0.2497434839
972	0.2497140267
973	0.2496493349
974	0.2496183191
975	0.2495641057
976	0.2495499877
977	0.2495276061
978	0.2495133627
979	0.2494724875
980	0.2494452105
981	0.2494338107
982	0.2494204598
983	0.2493952299
984	0.2493808746
985	0.2493532653
986	0.2493148678
987	0.2492898556
988	0.2492630954
989	0.2492429719
990	0.2492304443
991	0.2491970717
992	0.2491379419
993	0.2491288953
994	0.2491186273
995	0.2490785955
996	0.2490702719
997	0.2490401243
998	0.2489971154
999	0.248973102
